pid,coauthor_pid,years
c/VTChakaravarthy,71/1647,2009
c/VTChakaravarthy,g/HimanshuGupta,2009
c/VTChakaravarthy,g/HimanshuGupta,2008
c/VTChakaravarthy,71/1647,2008
c/VTChakaravarthy,71/1647,2007
c/VTChakaravarthy,71/1647,2006
c/VTChakaravarthy,g/HimanshuGupta,2006
c/VTChakaravarthy,n/JeffreyFNaughton,2005
c/VTChakaravarthy,n/JeffreyFNaughton,2004
c/VTChakaravarthy,n/JeffreyFNaughton,2003
c/VTChakaravarthy,n/JeffreyFNaughton,2001
k/VerenaKantere,83/741,2017
k/VerenaKantere,s/TimosKSellis,2015
k/VerenaKantere,83/741,2013
k/VerenaKantere,s/TimosKSellis,2011
k/VerenaKantere,a/AnastassiaAilamaki,2011
k/VerenaKantere,a/AnastassiaAilamaki,2010
k/VerenaKantere,s/TimosKSellis,2010
k/VerenaKantere,s/TimosKSellis,2009
k/VerenaKantere,01/5237,2009
k/VerenaKantere,19/4428,2009
k/VerenaKantere,s/ASimitsis,2009
k/VerenaKantere,a/AnastassiaAilamaki,2009
k/VerenaKantere,s/TimosKSellis,2008
k/VerenaKantere,19/4428,2008
k/VerenaKantere,t/ManolisTerrovitis,2008
k/VerenaKantere,s/TimosKSellis,2007
k/VerenaKantere,s/ASimitsis,2007
k/VerenaKantere,s/TimosKSellis,2006
k/VerenaKantere,76/6735,2003
k/VerenaKantere,m/RJMiller,2003
199/6298,w/RaymondChiWingWong,2020
199/6298,58/10813,2020
199/6298,21/1048-2,2020
199/6298,w/RaymondChiWingWong,2019
199/6298,58/10813,2018
199/6298,w/RaymondChiWingWong,2018
199/6298,w/RaymondChiWingWong,2017
199/6298,58/10813,2017
151/5215,a/DivyakantAgrawal,2021
151/5215,a/AmrElAbbadi,2021
151/5215,a/DivyakantAgrawal,2020
151/5215,a/AmrElAbbadi,2020
151/5215,183/8663,2020
151/5215,183/8663,2019
151/5215,a/DivyakantAgrawal,2019
151/5215,a/AmrElAbbadi,2019
151/5215,a/DivyakantAgrawal,2018
151/5215,a/AmrElAbbadi,2018
151/5215,a/DivyakantAgrawal,2017
151/5215,a/AmrElAbbadi,2017
151/5215,a/DivyakantAgrawal,2016
151/5215,a/AmrElAbbadi,2016
77/1485,133/3638,2021
77/1485,159/0466,2020
77/1485,11/7555,2020
77/1485,188/6387,2020
77/1485,11/7555,2019
77/1485,188/6387,2019
77/1485,210/0825,2018
77/1485,210/0825,2017
77/1485,56/3378,2016
77/1485,31/11538,2016
77/1485,62/5169,2016
77/1485,31/11538,2015
77/1485,31/11538,2014
77/1485,31/11538,2013
77/1485,31/11538,2012
r/VijayshankarRaman,g/GoetzGraefe,2021
r/VijayshankarRaman,a/DivyakantAgrawal,2021
r/VijayshankarRaman,n/JeffreyFNaughton,2021
r/VijayshankarRaman,27/3375,2019
r/VijayshankarRaman,86/9726,2019
r/VijayshankarRaman,07/11533,2019
r/VijayshankarRaman,m/CMohan,2019
r/VijayshankarRaman,m/ReneMuller,2019
r/VijayshankarRaman,m/ReneMuller,2017
r/VijayshankarRaman,27/3375,2017
r/VijayshankarRaman,86/9726,2017
r/VijayshankarRaman,m/CMohan,2017
r/VijayshankarRaman,o/FatmaOzcan,2017
r/VijayshankarRaman,m/CMohan,2016
r/VijayshankarRaman,m/ReneMuller,2016
r/VijayshankarRaman,o/FatmaOzcan,2016
r/VijayshankarRaman,27/3375,2016
r/VijayshankarRaman,86/9726,2016
r/VijayshankarRaman,28/3904,2014
r/VijayshankarRaman,i/StratosIdreos,2014
r/VijayshankarRaman,p/IppokratisPandis,2014
r/VijayshankarRaman,m/ReneMuller,2013
r/VijayshankarRaman,p/IppokratisPandis,2013
r/VijayshankarRaman,49/612,2013
r/VijayshankarRaman,i/StratosIdreos,2012
r/VijayshankarRaman,28/3904,2012
r/VijayshankarRaman,m/ReneMuller,2012
r/VijayshankarRaman,p/IppokratisPandis,2012
r/VijayshankarRaman,i/StratosIdreos,2011
r/VijayshankarRaman,28/3904,2011
r/VijayshankarRaman,m/ReneMuller,2011
r/VijayshankarRaman,p/IppokratisPandis,2011
r/VijayshankarRaman,p/NWPaton,2009
r/VijayshankarRaman,h/PeterJHaas,2008
r/VijayshankarRaman,98/3414-1,2008
r/VijayshankarRaman,k/DonaldKossmann,2008
r/VijayshankarRaman,d/AmolDeshpande,2007
r/VijayshankarRaman,i/ZacharyGIves,2007
r/VijayshankarRaman,m/VMarkl,2006
r/VijayshankarRaman,p/NWPaton,2006
r/VijayshankarRaman,d/AmolDeshpande,2006
r/VijayshankarRaman,62/2450,2006
r/VijayshankarRaman,h/PeterJHaas,2005
r/VijayshankarRaman,m/VMarkl,2005
r/VijayshankarRaman,m/VMarkl,2004
r/VijayshankarRaman,h/PeterJHaas,2004
r/VijayshankarRaman,m/VMarkl,2003
r/VijayshankarRaman,d/AmolDeshpande,2003
r/VijayshankarRaman,f/MJFranklin,2003
r/VijayshankarRaman,m/SamuelMadden,2003
r/VijayshankarRaman,m/SamuelMadden,2002
r/VijayshankarRaman,f/MJFranklin,2000
r/VijayshankarRaman,d/AmolDeshpande,2000
r/VijayshankarRaman,m/SamuelMadden,2000
r/VijayshankarRaman,h/PeterJHaas,1999
23/816,38/3523,2015
70/6404,75/5002,2021
70/6404,75/5002,2020
80/594,g/ManishGupta1,2016
80/594,03/4045,2016
80/594,j/CVJawahar,2008
80/594,j/CVJawahar,2007
10/11150,13/8730,2021
10/11150,58/4127,2021
10/11150,b/PeterABoncz,2021
10/11150,k/AlfonsKemper,2021
10/11150,i/StratosIdreos,2021
10/11150,s/KaiUweSattler,2021
10/11150,45/1559,2020
10/11150,b/PeterABoncz,2020
10/11150,k/AlfonsKemper,2020
10/11150,13/8730,2020
10/11150,58/4127,2020
10/11150,32/7263,2020
10/11150,167/6469,2020
10/11150,k/AlfonsKemper,2019
10/11150,13/8730,2019
10/11150,58/4127,2019
10/11150,167/6469,2019
10/11150,b/PeterABoncz,2019
10/11150,180/3171,2018
10/11150,135/3665,2018
10/11150,k/AlfonsKemper,2018
10/11150,58/4127,2018
10/11150,b/PeterABoncz,2018
10/11150,13/8730,2018
10/11150,167/6469,2018
10/11150,k/AlfonsKemper,2017
10/11150,k/AlfonsKemper,2016
10/11150,k/AlfonsKemper,2015
10/11150,b/PeterABoncz,2015
10/11150,k/AlfonsKemper,2014
10/11150,b/PeterABoncz,2014
10/11150,k/AlfonsKemper,2013
10/11150,k/AlfonsKemper,2012
02/7933,g/AristidesGionis,2013
02/7933,g/AristidesGionis,2012
02/7933,41/5564,2010
02/7933,b/FBonchi,2010
o/VincentOria,73/6460,2015
o/VincentOria,z/KarineZeitouni,2015
o/VincentOria,79/1490,2013
o/VincentOria,79/1490,2012
o/VincentOria,73/6460,2011
o/VincentOria,z/KarineZeitouni,2011
o/VincentOria,79/1490,2011
o/VincentOria,73/6460,2010
o/VincentOria,z/KarineZeitouni,2010
o/VincentOria,c/LeiChen0002,2009
o/VincentOria,64/146,2009
o/VincentOria,o/MTamerOzsu,2009
o/VincentOria,j/BjornTorJonsson1,2008
o/VincentOria,c/LeiChen0002,2008
o/VincentOria,b/IlariaBartolini,2007
o/VincentOria,o/MTamerOzsu,2007
o/VincentOria,j/BjornTorJonsson1,2006
o/VincentOria,j/BjornTorJonsson1,2005
o/VincentOria,c/LeiChen0002,2005
o/VincentOria,o/MTamerOzsu,2005
o/VincentOria,c/LeiChen0002,2004
o/VincentOria,o/MTamerOzsu,2004
o/VincentOria,b/IlariaBartolini,2004
o/VincentOria,o/MTamerOzsu,2003
o/VincentOria,c/LeiChen0002,2003
o/VincentOria,c/LeiChen0002,2002
o/VincentOria,o/MTamerOzsu,2002
o/VincentOria,o/MTamerOzsu,2001
o/VincentOria,o/MTamerOzsu,2000
o/VincentOria,o/MTamerOzsu,1999
o/VincentOria,o/MTamerOzsu,1998
t/VincentSMTseng,p/JianPei,2015
t/VincentSMTseng,14/716,2013
t/VincentSMTseng,14/716,2012
t/VincentSMTseng,14/716,2011
t/VincentSMTseng,14/716,2010
88/995,58/1388,2013
88/995,38/768,2012
88/995,26/101,2009
88/995,26/101,2008
88/995,26/101,2007
88/995,26/101,2005
162/6966,t/MartinTheobald,2022
162/6966,119/1402,2021
162/6966,119/1402,2020
162/6966,t/MartinTheobald,2020
162/6966,119/1402,2019
162/6966,119/1402,2017
162/6966,119/1402,2016
162/6966,119/1402,2015
56/4585,17/5085,2021
56/4585,127/3163,2021
56/4585,15/1669,2020
56/4585,127/3163,2020
56/4585,83/9923,2020
56/4585,83/9923,2019
56/4585,c/IngemarJCox,2012
56/4585,c/IngemarJCox,2011
56/4585,c/IngemarJCox,2010
56/4585,c/IngemarJCox,2009
56/4585,c/IngemarJCox,2008
56/4585,c/IngemarJCox,2006
56/4585,c/IngemarJCox,2005
56/4585,c/IngemarJCox,2004
83/7998,s/ShashiShekhar,2012
83/7998,s/ShashiShekhar,2010
83/7998,48/2626-1,2010
n/VivekRNarasayya,c/SurajitChaudhuri,2021
n/VivekRNarasayya,179/2728,2021
n/VivekRNarasayya,g/JohannesGehrke,2021
n/VivekRNarasayya,147/1241,2021
n/VivekRNarasayya,147/1241,2020
n/VivekRNarasayya,09/404-1,2020
n/VivekRNarasayya,c/SurajitChaudhuri,2020
n/VivekRNarasayya,147/1241,2019
n/VivekRNarasayya,09/404-1,2019
n/VivekRNarasayya,c/SurajitChaudhuri,2019
n/VivekRNarasayya,71/5974,2019
n/VivekRNarasayya,175/1473,2019
n/VivekRNarasayya,46/3522,2018
n/VivekRNarasayya,c/SurajitChaudhuri,2018
n/VivekRNarasayya,71/5974,2018
n/VivekRNarasayya,14/7259,2018
n/VivekRNarasayya,131/4767,2018
n/VivekRNarasayya,160/1053,2018
n/VivekRNarasayya,26/5170,2018
n/VivekRNarasayya,w/GerhardWeikum,2018
n/VivekRNarasayya,147/1241,2017
n/VivekRNarasayya,c/SurajitChaudhuri,2017
n/VivekRNarasayya,71/5974,2016
n/VivekRNarasayya,46/3522,2016
n/VivekRNarasayya,c/SurajitChaudhuri,2016
n/VivekRNarasayya,n/JeffreyFNaughton,2016
n/VivekRNarasayya,c/SurajitChaudhuri,2015
n/VivekRNarasayya,c/SurajitChaudhuri,2014
n/VivekRNarasayya,71/5974,2013
n/VivekRNarasayya,c/SurajitChaudhuri,2013
n/VivekRNarasayya,c/SurajitChaudhuri,2012
n/VivekRNarasayya,46/3522,2012
n/VivekRNarasayya,c/SurajitChaudhuri,2011
n/VivekRNarasayya,02/4973,2011
n/VivekRNarasayya,46/3522,2011
n/VivekRNarasayya,02/4973,2010
n/VivekRNarasayya,i/StratosIdreos,2010
n/VivekRNarasayya,c/SurajitChaudhuri,2010
n/VivekRNarasayya,c/SurajitChaudhuri,2009
n/VivekRNarasayya,02/4973,2009
n/VivekRNarasayya,w/GerhardWeikum,2009
n/VivekRNarasayya,a/AnastassiaAilamaki,2008
n/VivekRNarasayya,s/KennethSalem,2008
n/VivekRNarasayya,s/KaiUweSattler,2008
n/VivekRNarasayya,w/GerhardWeikum,2008
n/VivekRNarasayya,c/SurajitChaudhuri,2008
n/VivekRNarasayya,02/4973,2008
n/VivekRNarasayya,c/SurajitChaudhuri,2007
n/VivekRNarasayya,07/1181,2007
n/VivekRNarasayya,c/SurajitChaudhuri,2006
n/VivekRNarasayya,c/SurajitChaudhuri,2005
n/VivekRNarasayya,c/SurajitChaudhuri,2004
n/VivekRNarasayya,02/4973,2004
n/VivekRNarasayya,c/SurajitChaudhuri,2003
n/VivekRNarasayya,c/SurajitChaudhuri,2002
n/VivekRNarasayya,c/SurajitChaudhuri,2001
n/VivekRNarasayya,07/1181,2001
n/VivekRNarasayya,c/SurajitChaudhuri,2000
n/VivekRNarasayya,c/SurajitChaudhuri,1999
n/VivekRNarasayya,g/GoetzGraefe,1999
n/VivekRNarasayya,c/SurajitChaudhuri,1998
n/VivekRNarasayya,c/SurajitChaudhuri,1997
o/VivianeMoreiraOrengo,200/8321,2020
o/VivianeMoreiraOrengo,s/ASdaSilva,2020
o/VivianeMoreiraOrengo,200/8321,2019
o/VivianeMoreiraOrengo,200/8321,2018
o/VivianeMoreiraOrengo,200/8321,2017
o/VivianeMoreiraOrengo,b/DBarbosa,2013
o/VivianeMoreiraOrengo,f/JulianaFreire,2012
o/VivianeMoreiraOrengo,f/JulianaFreire,2011
o/VivianeMoreiraOrengo,s/ASdaSilva,2009
o/VivianeMoreiraOrengo,s/ASdaSilva,2007
m/VMarkl,65/1457,2022
m/VMarkl,164/7451,2022
m/VMarkl,l/UlfLeser,2021
m/VMarkl,k/ChristophKoch,2021
m/VMarkl,10/760,2021
m/VMarkl,61/267,2021
m/VMarkl,164/7451,2021
m/VMarkl,09/6353,2021
m/VMarkl,55/3364,2021
m/VMarkl,z/AoyingZhou,2021
m/VMarkl,65/1457,2021
m/VMarkl,168/4993,2021
m/VMarkl,167/6469,2021
m/VMarkl,16/8981,2021
m/VMarkl,05/264,2021
m/VMarkl,h/BingshengHe,2021
m/VMarkl,75/887,2021
m/VMarkl,10/760,2020
m/VMarkl,164/7451,2020
m/VMarkl,168/4993,2020
m/VMarkl,65/1457,2020
m/VMarkl,09/6353,2020
m/VMarkl,38/8707,2020
m/VMarkl,167/6469,2020
m/VMarkl,16/8981,2020
m/VMarkl,05/264,2020
m/VMarkl,l/WLehner,2019
m/VMarkl,38/8707,2019
m/VMarkl,10/760,2019
m/VMarkl,168/4993,2019
m/VMarkl,a/DJAbadi,2019
m/VMarkl,a/AnastassiaAilamaki,2019
m/VMarkl,47/8816,2019
m/VMarkl,b/MagdalenaBalazinska,2019
m/VMarkl,b/PhilipABernstein,2019
m/VMarkl,b/PeterABoncz,2019
m/VMarkl,c/SurajitChaudhuri,2019
m/VMarkl,16/4915,2019
m/VMarkl,d/AnHaiDoan,2019
m/VMarkl,d/XinLunaDong,2019
m/VMarkl,f/MJFranklin,2019
m/VMarkl,f/JulianaFreire,2019
m/VMarkl,h/AlonYHalevy,2019
m/VMarkl,i/StratosIdreos,2019
m/VMarkl,k/DonaldKossmann,2019
m/VMarkl,26/6037,2019
m/VMarkl,m/TovaMilo,2019
m/VMarkl,m/CMohan,2019
m/VMarkl,o/BengChinOoi,2019
m/VMarkl,o/FatmaOzcan,2019
m/VMarkl,58/4127,2019
m/VMarkl,91/275,2019
m/VMarkl,r/ChristopherRe,2019
m/VMarkl,s/MichaelStonebraker,2019
m/VMarkl,s/DanSuciu,2019
m/VMarkl,09/6353,2019
m/VMarkl,65/1457,2019
m/VMarkl,10/760,2018
m/VMarkl,38/8707,2018
m/VMarkl,l/ChenLi1,2018
m/VMarkl,168/4993,2018
m/VMarkl,t/JensTeubner,2018
m/VMarkl,36/2133,2018
m/VMarkl,t/JensTeubner,2017
m/VMarkl,10/760,2017
m/VMarkl,77/3753,2017
m/VMarkl,l/ChenLi1,2017
m/VMarkl,168/4993,2017
m/VMarkl,90/7704,2017
m/VMarkl,a/DJAbadi,2016
m/VMarkl,a/AnastassiaAilamaki,2016
m/VMarkl,b/MagdalenaBalazinska,2016
m/VMarkl,b/PhilipABernstein,2016
m/VMarkl,31/3455,2016
m/VMarkl,c/SurajitChaudhuri,2016
m/VMarkl,d/AnHaiDoan,2016
m/VMarkl,f/MJFranklin,2016
m/VMarkl,g/JohannesGehrke,2016
m/VMarkl,h/AlonYHalevy,2016
m/VMarkl,j/HVJagadish,2016
m/VMarkl,k/DonaldKossmann,2016
m/VMarkl,m/SamuelMadden,2016
m/VMarkl,m/SharadMehrotra,2016
m/VMarkl,m/TovaMilo,2016
m/VMarkl,n/JeffreyFNaughton,2016
m/VMarkl,o/BengChinOoi,2016
m/VMarkl,r/ChristopherRe,2016
m/VMarkl,s/DanSuciu,2016
m/VMarkl,s/MichaelStonebraker,2016
m/VMarkl,10/760,2016
m/VMarkl,168/4993,2016
m/VMarkl,90/7704,2016
m/VMarkl,90/7704,2015
m/VMarkl,l/ChenLi1,2015
m/VMarkl,r/ERahm,2015
m/VMarkl,l/WLehner,2015
m/VMarkl,77/3753,2015
m/VMarkl,168/4993,2015
m/VMarkl,10/760,2015
m/VMarkl,l/ChenLi1,2014
m/VMarkl,77/3753,2014
m/VMarkl,a/DJAbadi,2014
m/VMarkl,a/AnastassiaAilamaki,2014
m/VMarkl,b/MagdalenaBalazinska,2014
m/VMarkl,b/PhilipABernstein,2014
m/VMarkl,31/3455,2014
m/VMarkl,c/SurajitChaudhuri,2014
m/VMarkl,d/AnHaiDoan,2014
m/VMarkl,f/MJFranklin,2014
m/VMarkl,g/JohannesGehrke,2014
m/VMarkl,h/AlonYHalevy,2014
m/VMarkl,j/HVJagadish,2014
m/VMarkl,k/DonaldKossmann,2014
m/VMarkl,m/SamuelMadden,2014
m/VMarkl,m/SharadMehrotra,2014
m/VMarkl,m/TovaMilo,2014
m/VMarkl,n/JeffreyFNaughton,2014
m/VMarkl,o/BengChinOoi,2014
m/VMarkl,r/ChristopherRe,2014
m/VMarkl,s/DanSuciu,2014
m/VMarkl,s/MichaelStonebraker,2014
m/VMarkl,f/JCFreytag,2014
m/VMarkl,l/UlfLeser,2014
m/VMarkl,n/FelixNaumann,2014
m/VMarkl,132/6943,2014
m/VMarkl,l/WLehner,2014
m/VMarkl,52/1486,2014
m/VMarkl,77/3753,2013
m/VMarkl,08/3969,2013
m/VMarkl,f/JCFreytag,2013
m/VMarkl,77/3753,2012
m/VMarkl,m/TovaMilo,2011
m/VMarkl,77/3753,2011
m/VMarkl,k/AlfonsKemper,2011
m/VMarkl,s/KaiUweSattler,2011
m/VMarkl,a/AnastassiaAilamaki,2011
m/VMarkl,31/3455,2011
m/VMarkl,k/DonaldKossmann,2011
m/VMarkl,77/3753,2010
m/VMarkl,o/BengChinOoi,2010
m/VMarkl,r/KARoss,2010
m/VMarkl,g/GoetzGraefe,2010
m/VMarkl,s/KaiUweSattler,2010
m/VMarkl,h/PeterJHaas,2009
m/VMarkl,i/IhabFIlyas,2009
m/VMarkl,62/2450,2009
m/VMarkl,t/YufeiTao,2009
m/VMarkl,77/3753,2009
m/VMarkl,62/2450,2008
m/VMarkl,h/AlonYHalevy,2008
m/VMarkl,d/AnHaiDoan,2008
m/VMarkl,a/GustavoAlonso,2008
m/VMarkl,k/DonaldKossmann,2008
m/VMarkl,w/GerhardWeikum,2008
m/VMarkl,k/ChristophKoch,2008
m/VMarkl,k/BKonigRies,2008
m/VMarkl,h/PeterJHaas,2007
m/VMarkl,i/IhabFIlyas,2007
m/VMarkl,62/2450,2007
m/VMarkl,k/KarinKailing,2006
m/VMarkl,h/PeterJHaas,2006
m/VMarkl,r/VijayshankarRaman,2006
m/VMarkl,62/2450,2006
m/VMarkl,h/PeterJHaas,2005
m/VMarkl,r/VijayshankarRaman,2005
m/VMarkl,r/KARoss,2004
m/VMarkl,b/PeterABoncz,2004
m/VMarkl,i/IhabFIlyas,2004
m/VMarkl,v/VVassalos,2004
m/VMarkl,h/PeterJHaas,2004
m/VMarkl,r/VijayshankarRaman,2004
m/VMarkl,r/VijayshankarRaman,2003
m/VMarkl,s/TimosKSellis,2003
m/VMarkl,s/TimosKSellis,2002
m/WagnerMeiraJr,s/ASdaSilva,2020
m/WagnerMeiraJr,m/MirellaMouraMoro,2015
m/WagnerMeiraJr,m/MirellaMouraMoro,2014
m/WagnerMeiraJr,b/DBarbosa,2014
m/WagnerMeiraJr,19/2546,2013
m/WagnerMeiraJr,97/5147,2013
m/WagnerMeiraJr,m/MirellaMouraMoro,2013
m/WagnerMeiraJr,19/2546,2012
m/WagnerMeiraJr,s/ASdaSilva,2012
m/WagnerMeiraJr,97/5147,2012
m/WagnerMeiraJr,96/8654,2011
m/WagnerMeiraJr,s/ASdaSilva,2011
m/WagnerMeiraJr,19/2546,2011
m/WagnerMeiraJr,s/ASdaSilva,2010
m/WagnerMeiraJr,t/CaetanoTrainaJr,2010
m/WagnerMeiraJr,96/8654,2010
m/WagnerMeiraJr,19/2546,2010
m/WagnerMeiraJr,96/8654,2009
m/WagnerMeiraJr,s/ASdaSilva,2009
m/WagnerMeiraJr,19/2546,2009
m/WagnerMeiraJr,19/2546,2008
m/WagnerMeiraJr,s/ASdaSilva,2007
m/WagnerMeiraJr,b/DBarbosa,1999
48/1707,85/5637-1,2022
48/1707,51/394-1,2021
48/1707,46/3522,2021
48/1707,85/5637-1,2021
48/1707,94/10440,2020
48/1707,94/10440,2019
48/1707,94/10440,2017
48/1707,94/10440,2016
48/1707,08/6809-1,2016
48/1707,94/10440,2015
48/1707,08/6809-1,2015
48/1707,94/10440,2014
48/1707,85/5637-1,2014
48/1707,94/10440,2013
48/1707,94/10440,2012
48/1707,94/10440,2011
48/1707,y/JXuYu,2003
48/1707,y/JXuYu,2002
a/WGAref,b/ABonifati,2021
a/WGAref,19/1082,2021
a/WGAref,76/6735,2021
a/WGAref,b/PeterABoncz,2021
a/WGAref,d/KhuzaimaDaudjee,2021
a/WGAref,h/KatjaHose,2021
a/WGAref,132/6943,2021
a/WGAref,o/MTamerOzsu,2021
a/WGAref,169/8184,2021
a/WGAref,92/9686,2021
a/WGAref,81/9436-1,2021
a/WGAref,96/8919,2021
a/WGAref,o/MouradOuzzani,2021
a/WGAref,s/MichaelStonebraker,2021
a/WGAref,64/1071-1,2021
a/WGAref,33/3180,2021
a/WGAref,01/7213,2021
a/WGAref,01/7213,2020
a/WGAref,o/MouradOuzzani,2020
a/WGAref,05/8073-1,2020
a/WGAref,94/5893,2020
a/WGAref,33/3180,2020
a/WGAref,b/ABonifati,2020
a/WGAref,19/1082,2020
a/WGAref,76/6735,2020
a/WGAref,b/PeterABoncz,2020
a/WGAref,d/KhuzaimaDaudjee,2020
a/WGAref,h/KatjaHose,2020
a/WGAref,132/6943,2020
a/WGAref,o/MTamerOzsu,2020
a/WGAref,169/8184,2020
a/WGAref,92/9686,2020
a/WGAref,81/9436-1,2020
a/WGAref,57/10514,2019
a/WGAref,o/MouradOuzzani,2019
a/WGAref,01/7213,2019
a/WGAref,96/8919,2019
a/WGAref,s/MichaelStonebraker,2019
a/WGAref,o/MouradOuzzani,2018
a/WGAref,01/7213,2018
a/WGAref,166/8411,2018
a/WGAref,56/7016,2018
a/WGAref,94/5893,2018
a/WGAref,01/7213,2017
a/WGAref,o/MouradOuzzani,2017
a/WGAref,94/5893,2017
a/WGAref,166/8411,2017
a/WGAref,56/7016,2017
a/WGAref,96/8919,2017
a/WGAref,s/ShashiShekhar,2016
a/WGAref,o/MouradOuzzani,2016
a/WGAref,01/7213,2016
a/WGAref,94/5893,2016
a/WGAref,05/8073-1,2016
a/WGAref,96/8919,2016
a/WGAref,66/6919,2016
a/WGAref,166/8411,2016
a/WGAref,s/ShashiShekhar,2015
a/WGAref,166/8411,2015
a/WGAref,o/MouradOuzzani,2015
a/WGAref,96/8919,2015
a/WGAref,01/7213,2015
a/WGAref,94/5893,2015
a/WGAref,49/6395,2014
a/WGAref,o/MouradOuzzani,2014
a/WGAref,01/7213,2014
a/WGAref,94/5893,2013
a/WGAref,66/6919,2013
a/WGAref,o/MouradOuzzani,2012
a/WGAref,94/5893,2011
a/WGAref,94/5893,2010
a/WGAref,49/6395,2010
a/WGAref,o/MouradOuzzani,2010
a/WGAref,94/5893,2009
a/WGAref,z/XiaofangZhou,2009
a/WGAref,49/6395,2009
a/WGAref,o/MouradOuzzani,2009
a/WGAref,94/5893,2008
a/WGAref,49/6395,2008
a/WGAref,o/MouradOuzzani,2008
a/WGAref,94/5893,2007
a/WGAref,49/6395,2007
a/WGAref,o/MouradOuzzani,2007
a/WGAref,i/IhabFIlyas,2006
a/WGAref,49/6395,2006
a/WGAref,94/5893,2006
a/WGAref,o/MouradOuzzani,2006
a/WGAref,94/5893,2005
a/WGAref,o/MouradOuzzani,2005
a/WGAref,b/ElisaBertino,2005
a/WGAref,i/IhabFIlyas,2005
a/WGAref,i/IhabFIlyas,2004
a/WGAref,94/5893,2004
a/WGAref,49/6395,2004
a/WGAref,94/5893,2003
a/WGAref,i/IhabFIlyas,2003
a/WGAref,f/MJFranklin,2003
a/WGAref,94/5893,2002
a/WGAref,i/IhabFIlyas,2002
a/WGAref,i/IhabFIlyas,2001
a/WGAref,g/SGhandeharizadeh,2001
a/WGAref,94/5893,2001
a/WGAref,b/ElisaBertino,2000
a/WGAref,m/SharadMehrotra,1995
90/7457,s/DanSuciu,2022
90/7457,b/MagdalenaBalazinska,2022
90/7457,b/PhilipABernstein,2021
90/7457,b/MagdalenaBalazinska,2021
90/7457,d/AnHaiDoan,2021
90/7457,b/MagdalenaBalazinska,2020
90/7457,s/DanSuciu,2020
90/7457,b/MagdalenaBalazinska,2019
90/7457,s/DanSuciu,2019
172/0874,29/3483,2019
172/0874,37/10133-3,2019
172/0874,173/4598,2019
172/0874,173/4598,2018
172/0874,29/3483,2018
172/0874,29/3483,2017
172/0874,85/1868,2016
172/0874,85/1868,2015
14/716,38/8845,2022
14/716,85/318,2022
14/716,x/JianliangXu,2021
14/716,49/6363,2021
14/716,169/3426,2021
14/716,67/6383-1,2021
14/716,131/4047,2021
14/716,08/7259,2021
14/716,85/318,2021
14/716,64/3041,2021
14/716,272/4065,2021
14/716,49/6363,2020
14/716,85/318,2020
14/716,66/8700,2020
14/716,38/8845,2020
14/716,40/2808,2019
14/716,77/377-2,2019
14/716,49/6363,2019
14/716,85/318,2019
14/716,38/8845,2019
14/716,c/ALPChen,2018
14/716,38/8845,2018
14/716,85/318,2018
14/716,25/9994,2018
14/716,169/3426,2018
14/716,131/4047,2018
14/716,08/7259,2018
14/716,67/6383-1,2018
14/716,o/BengChinOoi,2018
14/716,74/2905,2018
14/716,66/8700,2018
14/716,116/0694,2017
14/716,z/DemetriosZeinalipourYazti,2017
14/716,90/5236-1,2017
14/716,x/JianliangXu,2017
14/716,66/8700,2017
14/716,38/8845,2017
14/716,85/318,2017
14/716,67/6383-1,2017
14/716,o/BengChinOoi,2017
14/716,66/8700,2016
14/716,38/8845,2016
14/716,85/318,2016
14/716,116/0694,2016
14/716,z/DemetriosZeinalipourYazti,2016
14/716,p/EPitoura,2016
14/716,p/JianPei,2016
14/716,38/8845,2015
14/716,85/318,2015
14/716,x/JianliangXu,2014
14/716,90/5236-1,2014
14/716,27/3375,2014
14/716,40/2808,2014
14/716,85/318,2014
14/716,66/8700,2014
14/716,49/6363,2014
14/716,t/VincentSMTseng,2013
14/716,85/318,2013
14/716,66/8700,2013
14/716,40/2808,2013
14/716,t/VincentSMTseng,2012
14/716,85/318,2012
14/716,38/8845,2012
14/716,27/3375,2012
14/716,z/DemetriosZeinalipourYazti,2012
14/716,c/ALPChen,2012
14/716,66/8700,2012
14/716,t/VincentSMTseng,2011
14/716,85/318,2011
14/716,x/JianliangXu,2011
14/716,66/8700,2011
14/716,08/6809-1,2011
14/716,34/5936,2011
14/716,08/6809-1,2010
14/716,82/6362-1,2010
14/716,66/8700,2010
14/716,72/4662,2010
14/716,x/JianliangXu,2010
14/716,t/VincentSMTseng,2010
14/716,x/JianliangXu,2009
14/716,80/2651,2009
14/716,181/2689-1,2009
14/716,c/ALPChen,2009
14/716,x/JianliangXu,2008
14/716,23/2460,2008
14/716,w/JRWen,2008
14/716,c/ALPChen,2008
14/716,x/JianliangXu,2007
14/716,23/2460,2007
14/716,x/JianliangXu,2006
14/716,23/2460,2006
14/716,90/5236-1,2005
14/716,x/JianliangXu,2005
14/716,23/2460,2005
14/716,x/JianliangXu,2004
14/716,23/2460,2004
14/716,x/JianliangXu,2003
14/716,x/JianliangXu,2002
14/716,x/JianliangXu,2001
14/716,r/EARundensteiner,2001
14/716,x/JianliangXu,2000
t/WangChiewTan,52/4954-1,2021
t/WangChiewTan,117/4879-1,2021
t/WangChiewTan,h/AlonYHalevy,2021
